coverage-data.xlsx
GROUP	CODE	NAME	YEAR	ANTIGEN	ANTIGEN_DESCRIPTION	COVERAGE_CATEGORY	COVERAGE_CATEGORY_DESCRIPTION	TARGET_NUMBER	DOSES	COVERAGE
ABW	Aruba	AMRO	2023	DTAPHIBIPV	DTaP-Hib-IPV (acellular) vaccine	1		General/routine	NATIONAL	M2	
ABW	Aruba	AMRO	2023	DTAPHIBIPV	DTaP-Hib-IPV (acellular) vaccine	2		General/routine	NATIONAL	M4	
ABW	Aruba	AMRO	2023	DTAPHIBIPV	DTaP-Hib-IPV (acellular) vaccine	3		General/routine	NATIONAL	M6	
ABW	Aruba	AMRO	2023	DTAPHIBIPV	DTaP-Hib-IPV (acellular) vaccine	4	B_2YL_W	General/routine	NATIONAL	M15	
ABW	Aruba	AMRO	2023	DTAPIPV	DTaP-IPV (acellular) vaccine	5	B_CHILD_W	General/routine	NATIONAL	Y4	
ABW	Aruba	AMRO	2023	DTAPIPV	DTaP-IPV (acellular) vaccine	6		General/routine	NATIONAL	Y10	
ABW	Aruba	AMRO	2023	DTAPIPV	DTaP-IPV (acellular) vaccine	1	RISKGROUPS	Risk group(s)	NATIONAL	1st contact	police, firemen, law-enforcement workers
ABW	Aruba	AMRO	2023	DTAPIPV	DTaP-IPV (acellular) vaccine	2	RISKGROUPS	Risk group(s)	NATIONAL	+M1	police, firemen, law-enforcement workers
ABW	Aruba	AMRO	2023	DTAPIPV	DTaP-IPV (acellular) vaccine	3	RISKGROUPS	Risk group(s)	NATIONAL	+M5	police, firemen, law-enforcement workers
ABW	Aruba	AMRO	2023	HEPA_ADULT	Adult Hepatitis A vaccine	1	TRAVELLERS	Travellers	NATIONAL	1st contact	travellers
ABW	Aruba	AMRO	2023	HEPA_ADULT	Adult Hepatitis A vaccine	2	TRAVELLERS	Travellers	NATIONAL	+M6	travellers
ABW	Aruba	AMRO	2023	HEPA_PEDIATRIC	Pediatric Hepatitis A vaccine	1	TRAVELLERS	Travellers	NATIONAL	1st contact	travellers
ABW	Aruba	AMRO	2023	HEPA_PEDIATRIC	Pediatric Hepatitis A vaccine	2	TRAVELLERS	Travellers	NATIONAL	+M6	travellers
ABW	Aruba	AMRO	2023	HEPB_ADULT	Adult Hepatitis B vaccine	1	HW	Health workers	NATIONAL	1st contact	healthcare workers
ABW	Aruba	AMRO	2023	HEPB_ADULT	Adult Hepatitis B vaccine	3	HW	Health workers	NATIONAL	+M5	healthcare workers
ABW	Aruba	AMRO	2023	HEPB_ADULT	Adult Hepatitis B vaccine	2	HW	Health workers	NATIONAL	+M1	healthcare workers
ABW	Aruba	AMRO	2023	HEPB_ADULT	Adult Hepatitis B vaccine	3	RISKGROUPS	Risk group(s)	NATIONAL	+M5	police, firemen, law-enforcement workers
ABW	Aruba	AMRO	2023	HEPB_ADULT	Adult Hepatitis B vaccine	2	RISKGROUPS	Risk group(s)	NATIONAL	+M1	police, firemen, law-enforcement workers
ABW	Aruba	AMRO	2023	HEPB_ADULT	Adult Hepatitis B vaccine	1	RISKGROUPS	Risk group(s)	NATIONAL	1st contact	police, firemen, law-enforcement workers
ABW	Aruba	AMRO	2023	HEPB_PEDIATRIC	Pediatric Hepatitis B vaccine	1		General/routine	NATIONAL	M1	
ABW	Aruba	AMRO	2023	HEPB_PEDIATRIC	Pediatric Hepatitis B vaccine	2		General/routine	NATIONAL	M3	
ABW	Aruba	AMRO	2023	HEPB_PEDIATRIC	Pediatric Hepatitis B vaccine	3		General/routine	NATIONAL	M9	
ABW	Aruba	AMRO	2023	HPV4	HPV-4 (Human Papilloma Virus 4-valent) vaccine	1	FEMALE	HPV for females only	NATIONAL	Y11	females only; grade 6 primary schools
ABW	Aruba	AMRO	2023	HPV4	HPV-4 (Human Papilloma Virus 4-valent) vaccine	2	FEMALE	HPV for females only	NATIONAL	+M6	females only; grade 6 primary schools
ABW	Aruba	AMRO	2023	INFLUENZA_ADULT	Adult seasonal influenza vaccine	1	ADULTS	Adults	NATIONAL		Older persons
ABW	Aruba	AMRO	2023	INFLUENZA_ADULT	Adult seasonal influenza vaccine	1	HW	Health workers	NATIONAL	1st contact	Health and care workers
ABW	Aruba	AMRO	2023	INFLUENZA_ADULT	Adult seasonal influenza vaccine	1	PW	Pregnant women	NATIONAL	1st contact	Pregnant women
ABW	Aruba	AMRO	2023	INFLUENZA_ADULT	Adult seasonal influenza vaccine	1	RISKGROUPS	Risk group(s)	NATIONAL	1st contact	Adults with chronic conditions, residents living in long-term care facilities
ABW	Aruba	AMRO	2023	INFLUENZA_PEDIATRIC	Pediatric seasonal influenza vaccine	1	RISKGROUPS	Risk group(s)	NATIONAL		Children living with long-term care facilities
ABW	Aruba	AMRO	2023	MEN_ACYW_135CONJ	Meningococcal ACYW conjugate vaccine	1	TRAVELLERS	Travellers	NATIONAL	1st contact	students travelling abroad
ABW	Aruba	AMRO	2023	MMR	MMR (Measles, mumps and rubella) vaccine	1		General/routine	NATIONAL	M12	
ABW	Aruba	AMRO	2023	MMR	MMR (Measles, mumps and rubella) vaccine	2		General/routine	NATIONAL	Y4	
ABW	Aruba	AMRO	2023	PCV13	PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine	1		General/routine	NATIONAL	M2	
ABW	Aruba	AMRO	2023	PCV13	PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine	2		General/routine	NATIONAL	M4	
ABW	Aruba	AMRO	2023	PCV13	PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine	3		General/routine	NATIONAL	M12	
ABW	Aruba	AMRO	2023	VARICELLA	Varicella vaccine	1	RISKGROUPS	Risk group(s)	NATIONAL	>=Y1	upon request
ABW	Aruba	AMRO	2023	YF	YF (Yellow fever) vaccine	1	TRAVELLERS	Travellers	NATIONAL	1st contact	travellers to specific countries
AFG	Afghanistan	EMRO	2023	BCG	BCG (Baccille Calmette Guérin) vaccine	1		General/routine	NATIONAL	B	0-11 months
AFG	Afghanistan	EMRO	2023	DTWPHIBHEPB	DTwP-Hib-HepB (Whole cell) vaccine	1		General/routine	NATIONAL	W6	0-11 months
AFG	Afghanistan	EMRO	2023	DTWPHIBHEPB	DTwP-Hib-HepB (Whole cell) vaccine	2		General/routine	NATIONAL	W10	0-11 months
AFG	Afghanistan	EMRO	2023	DTWPHIBHEPB	DTwP-Hib-HepB (Whole cell) vaccine	3		General/routine	NATIONAL	W14	0-11 months
AFG	Afghanistan	EMRO	2023	HEPB_PEDIATRIC	Pediatric Hepatitis B vaccine	1		General/routine	NATIONAL	B	New borns
AFG	Afghanistan	EMRO	2023	IPV	IPV (Inactivated polio vaccine)	1		General/routine	NATIONAL	W14	0-9 months
AFG	Afghanistan	EMRO	2023	IPV	IPV (Inactivated polio vaccine)	2		General/routine	NATIONAL	M9	0-9 months
AFG	Afghanistan	EMRO	2023	MEASLES	Measles vaccine	1		General/routine	NATIONAL	M9	0-18 months
AFG	Afghanistan	EMRO	2023	MEASLES	Measles vaccine	2		General/routine	NATIONAL	M18	0-18 months
AFG	Afghanistan	EMRO	2023	OPV	OPV (Oral polio vaccine)	1		General/routine	NATIONAL	B	0-11 months
AFG	Afghanistan	EMRO	2023	OPV	OPV (Oral polio vaccine)	2		General/routine	NATIONAL	W6	0-11 months
AFG	Afghanistan	EMRO	2023	OPV	OPV (Oral polio vaccine)	3		General/routine	NATIONAL	W10	0-11 months
AFG	Afghanistan	EMRO	2023	OPV	OPV (Oral polio vaccine)	4		General/routine	NATIONAL	W14	0-11 months
AFG	Afghanistan	EMRO	2023	OPV	OPV (Oral polio vaccine)	5		General/routine	NATIONAL	M9	0-11 months
AFG	Afghanistan	EMRO	2023	PCV13	PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine	1		General/routine	NATIONAL	W6	0-11 months
AFG	Afghanistan	EMRO	2023	PCV13	PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine	2		General/routine	NATIONAL	W10	0-11 months
AFG	Afghanistan	EMRO	2023	PCV13	PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine	3		General/routine	NATIONAL	W14	0-11 months
AFG	Afghanistan	EMRO	2023	ROTAVIRUS_1	RV-1 (Rotavirus 1-valent) vaccine	1		General/routine	NATIONAL	W6	0-11 months
AFG	Afghanistan	EMRO	2023	ROTAVIRUS_1	RV-1 (Rotavirus 1-valent) vaccine	2		General/routine	NATIONAL	W10	0-11 months
AFG	Afghanistan	EMRO	2023	TD_S	Td (Tetanus toxoid and diphtheria for older children and adults) vaccine	1	ADULTS	Adults	NATIONAL	1st contact	Y15-Y49 (WCBA)
AFG	Afghanistan	EMRO	2023	TD_S	Td (Tetanus toxoid and diphtheria for older children and adults) vaccine	2	ADULTS	Adults	NATIONAL	+M1	Y15-Y49 (WCBA)
AFG	Afghanistan	EMRO	2023	TD_S	Td (Tetanus toxoid and diphtheria for older children and adults) vaccine	3	ADULTS	Adults	NATIONAL	+M6	Y15-Y49 (WCBA)
AFG	Afghanistan	EMRO	2023	TD_S	Td (Tetanus toxoid and diphtheria for older children and adults) vaccine	4	ADULTS	Adults	NATIONAL	+Y1	Y15-Y49 (WCBA)
AFG	Afghanistan	EMRO	2023	TD_S	Td (Tetanus toxoid and diphtheria for older children and adults) vaccine	5	ADULTS	Adults	NATIONAL	+Y1	Y15-Y49 (WCBA)
AGO	Angola	AFRO	2023	BCG	BCG (Baccille Calmette Guérin) vaccine	1		General/routine	NATIONAL	B	0-11 mois
AGO	Angola	AFRO	2023	DTWPHIBHEPB	DTwP-Hib-HepB (Whole cell) vaccine	1		General/routine	NATIONAL	M2	0-11 mois
AGO	Angola	AFRO	2023	DTWPHIBHEPB	DTwP-Hib-HepB (Whole cell) vaccine	2		General/routine	NATIONAL	M4	0-11 mois
AGO	Angola	AFRO	2023	DTWPHIBHEPB	DTwP-Hib-HepB (Whole cell) vaccine	3		General/routine	NATIONAL	M6	0-11 mois
AGO	Angola	AFRO	2023	HEPB_PEDIATRIC	Pediatric Hepatitis B vaccine	1		General/routine	NATIONAL	B	0-7 jours
AGO	Angola	AFRO	2023	IPV	IPV (Inactivated polio vaccine)	1		General/routine	NATIONAL	M4	0-11 mois
AGO	Angola	AFRO	2023	IPV	IPV (Inactivated polio vaccine)	2		General/routine	NATIONAL	M9	0-11 mois
AGO	Angola	AFRO	2023	MR	MR (Measles and rubella) vaccine	1		General/routine	NATIONAL	M9	9-15 mois
AGO	Angola	AFRO	2023	MR	MR (Measles and rubella) vaccine	2		General/routine	NATIONAL	M15	9-15 mois
AGO	Angola	AFRO	2023	OPV	OPV (Oral polio vaccine)	1		General/routine	NATIONAL	B	0-11 mois
AGO	Angola	AFRO	2023	OPV	OPV (Oral polio vaccine)	2		General/routine	NATIONAL	M2	0-11 mois
AGO	Angola	AFRO	2023	OPV	OPV (Oral polio vaccine)	3		General/routine	NATIONAL	M4	0-11 mois
AGO	Angola	AFRO	2023	OPV	OPV (Oral polio vaccine)	4		General/routine	NATIONAL	M6	0-11 mois
AGO	Angola	AFRO	2023	PCV13	PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine	1		General/routine	NATIONAL	M2	0-11 mois
AGO	Angola	AFRO	2023	PCV13	PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine	2		General/routine	NATIONAL	M4	0-11 mois
AGO	Angola	AFRO	2023	PCV13	PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine	3		General/routine	NATIONAL	M6	0-11 mois
AGO	Angola	AFRO	2023	ROTAVIRUS_1	RV-1 (Rotavirus 1-valent) vaccine	1		General/routine	NATIONAL	M2	0-11 mois
AGO	Angola	AFRO	2023	ROTAVIRUS_1	RV-1 (Rotavirus 1-valent) vaccine	2		General/routine	NATIONAL	M4	0-11 mois
AGO	Angola	AFRO	2023	TD_S	Td (Tetanus toxoid and diphtheria for older children and adults) vaccine	1	PW	Pregnant women	NATIONAL	1st contact	1st contact grossesse
AGO	Angola	AFRO	2023	TD_S	Td (Tetanus toxoid and diphtheria for older children and adults) vaccine	2	PW	Pregnant women	NATIONAL	+M1	1st contact grossesse
AGO	Angola	AFRO	2023	TD_S	Td (Tetanus toxoid and diphtheria for older children and adults) vaccine	3	PW	Pregnant women	NATIONAL	+M6	1st contact grossesse
AGO	Angola	AFRO	2023	TD_S	Td (Tetanus toxoid and diphtheria for older children and adults) vaccine	4	PW	Pregnant women	NATIONAL	+Y1	1st contact grossesse
AGO	Angola	AFRO	2023	TD_S	Td (Tetanus toxoid and diphtheria for older children and adults) vaccine	5	PW	Pregnant women	NATIONAL	+Y1	1st contact grossesse
AGO	Angola	AFRO	2023	TT	TT (Tetanus toxoid) vaccine	1	ADULTS	Adults	NATIONAL	Y15-Y49	15-49 A
AGO	Angola	AFRO	2023	VITAMINA	Vitamin A supplements	1		General/routine	NATIONAL	M6	0-11 mois
AGO	Angola	AFRO	2023	VITAMINA	Vitamin A supplements	2		General/routine	NATIONAL	M9	0-11 mois
AGO	Angola	AFRO	2023	YF	YF (Yellow fever) vaccine	1		General/routine	NATIONAL	M9	0-11 mois
AIA	Anguilla	AMRO	2023	BCG	BCG (Baccille Calmette Guérin) vaccine	1		General/routine	NATIONAL	B	birth - 11 months
AIA	Anguilla	AMRO	2023	DTWP	DTwP (Whole cell) vaccine	4	B_2YL_W	General/routine	NATIONAL	M18	
AIA	Anguilla	AMRO	2023	DTWP	DTwP (Whole cell) vaccine	5	B_CHILD_W	General/routine	NATIONAL	Y4-Y5	
AIA	Anguilla	AMRO	2023	DTWPHIBHEPB	DTwP-Hib-HepB (Whole cell) vaccine	1		General/routine	NATIONAL	M2	
AIA	Anguilla	AMRO	2023	DTWPHIBHEPB	DTwP-Hib-HepB (Whole cell) vaccine	2		General/routine	NATIONAL	M4	
AIA	Anguilla	AMRO	2023	DTWPHIBHEPB	DTwP-Hib-HepB (Whole cell) vaccine	3		General/routine	NATIONAL	M6	
AIA	Anguilla	AMRO	2023	HEPB_ADULT	Adult Hepatitis B vaccine	1	ADULTS	Adults	NATIONAL	1st contact	adults and recommended for all health workers with no previous vaccination history (but uptake is low, it is not mandatory)
AIA	Anguilla	AMRO	2023	HEPB_ADULT	Adult Hepatitis B vaccine	2	ADULTS	Adults	NATIONAL	+M1	adults and recommended for all health workers with no previous vaccination history (but uptake is low, it is not mandatory)
AIA	Anguilla	AMRO	2023	HEPB_ADULT	Adult Hepatitis B vaccine	3	ADULTS	Adults	NATIONAL	+M6	adults and recommended for all health workers with no previous vaccination history (but uptake is low, it is not mandatory)
AIA	Anguilla	AMRO	2023	HEPB_ADULT	Adult Hepatitis B vaccine	3	HW	Health workers	NATIONAL	+M6	adults and recommended for all health workers with no previous vaccination history (but uptake is low, it is not mandatory)
AIA	Anguilla	AMRO	2023	HEPB_ADULT	Adult Hepatitis B vaccine	2	HW	Health workers	NATIONAL	+M1	adults and recommended for all health workers with no previous vaccination history (but uptake is low, it is not mandatory)
AIA	Anguilla	AMRO	2023	HEPB_ADULT	Adult Hepatitis B vaccine	1	HW	Health workers	NATIONAL	1st contact	adults and recommended for all health workers with no previous vaccination history (but uptake is low, it is not mandatory)
AIA	Anguilla	AMRO	2023	HEPB_PEDIATRIC	Pediatric Hepatitis B vaccine	1		General/routine	NATIONAL	B	from May 2019
AIA	Anguilla	AMRO	2023	HPV4	HPV-4 (Human Papilloma Virus 4-valent) vaccine	1	CATCHUP_A	Catch-up adults	NATIONAL	<Y25	Single dose is offered to males and females ages 9-15+.  (one dose also offered to older females up to 25 years of age)
AIA	Anguilla	AMRO	2023	HPV4	HPV-4 (Human Papilloma Virus 4-valent) vaccine	1	CATCHUP_C	Catch-up children	NATIONAL	<Y25	Single dose is offered to males and females ages 9-15+.  (one dose also offered to older females up to 25 years of age)
AIA	Anguilla	AMRO	2023	HPV4	HPV-4 (Human Papilloma Virus 4-valent) vaccine	1	BOTH	HPV administered to females and males	NATIONAL	Y9-15	Single dose is offered to males and females ages 9-15+.  (one dose also offered to older females up to 25 years of age)
AIA	Anguilla	AMRO	2023	INFLUENZA_ADULT	Adult seasonal influenza vaccine	1		General/routine	NATIONAL	>Y18	and older persons
AIA	Anguilla	AMRO	2023	INFLUENZA_ADULT	Adult seasonal influenza vaccine	1	HW	Health workers	NATIONAL		Health and care workers
AIA	Anguilla	AMRO	2023	INFLUENZA_ADULT	Adult seasonal influenza vaccine	1	PW	Pregnant women	NATIONAL		Pregnant women
AIA	Anguilla	AMRO	2023	INFLUENZA_ADULT	Adult seasonal influenza vaccine	1	RISKGROUPS	Risk group(s)	NATIONAL		Adults with chronic conditions, residents living in long-term care facilities
AIA	Anguilla	AMRO	2023	INFLUENZA_PEDIATRIC	Pediatric seasonal influenza vaccine	1		General/routine	NATIONAL	>=M6	
AIA	Anguilla	AMRO	2023	IPV	IPV (Inactivated polio vaccine)	1		General/routine	NATIONAL	M2	
AIA	Anguilla	AMRO	2023	IPV	IPV (Inactivated polio vaccine)	2		General/routine	NATIONAL	M4	
AIA	Anguilla	AMRO	2023	MMR	MMR (Measles, mumps and rubella) vaccine	1		General/routine	NATIONAL	Y1	12 month old and 24 months old
AIA	Anguilla	AMRO	2023	MMR	MMR (Measles, mumps and rubella) vaccine	2		General/routine	NATIONAL	Y2	12 month old and 24 months old
AIA	Anguilla	AMRO	2023	OPV	OPV (Oral polio vaccine)	3		General/routine	NATIONAL	M6	
AIA	Anguilla	AMRO	2023	OPV	OPV (Oral polio vaccine)	4		General/routine	NATIONAL	M18	
AIA	Anguilla	AMRO	2023	OPV	OPV (Oral polio vaccine)	5		General/routine	NATIONAL	Y4-Y5	
AIA	Anguilla	AMRO	2023	OPV	OPV (Oral polio vaccine)	6		General/routine	NATIONAL	Y15	
AIA	Anguilla	AMRO	2023	PCV13	PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine	1		General/routine	NATIONAL	M2	
AIA	Anguilla	AMRO	2023	PCV13	PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine	2		General/routine	NATIONAL	M4	
AIA	Anguilla	AMRO	2023	PCV13	PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine	3		General/routine	NATIONAL	M6	
AIA	Anguilla	AMRO	2023	PCV13	PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine	4		General/routine	NATIONAL	M18	
AIA	Anguilla	AMRO	2023	TD_S	Td (Tetanus toxoid and diphtheria for older children and adults) vaccine	6	B_ADO_W	General/routine	NATIONAL	Y15	15 yrs
AIA	Anguilla	AMRO	2023	TD_S	Td (Tetanus toxoid and diphtheria for older children and adults) vaccine	1	PW	Pregnant women	NATIONAL	1st contact	pregnant women
AIA	Anguilla	AMRO	2023	TD_S	Td (Tetanus toxoid and diphtheria for older children and adults) vaccine	2	PW	Pregnant women	NATIONAL	+W4	pregnant women
AIA	Anguilla	AMRO	2023	TD_S	Td (Tetanus toxoid and diphtheria for older children and adults) vaccine	3	PW	Pregnant women	NATIONAL	+M6-Y1	pregnant women
AIA	Anguilla	AMRO	2023	TDAP_S	Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine	1	RISKGROUPS	Risk group(s)	NATIONAL	>Y4	Children over 4 yrs of age and older with incomplete vaccinations/history of febrile seizers. Adults travelers, Adults with unknown previous vaccination history
AIA	Anguilla	AMRO	2023	TDAP_S	Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine	1	TRAVELLERS	Travellers	NATIONAL		Adults travelers
AIA	Anguilla	AMRO	2023	VARICELLA	Varicella vaccine	1		General/routine	NATIONAL	M15	
AIA	Anguilla	AMRO	2023	VARICELLA	Varicella vaccine	2		General/routine	NATIONAL	Y4-Y5	
AIA	Anguilla	AMRO	2023	YF	YF (Yellow fever) vaccine	1	TRAVELLERS	Travellers	NATIONAL	1st contact	travellers
ALB	Albania	EURO	2023	BCG	BCG (Baccille Calmette Guérin) vaccine	1		General/routine	NATIONAL	B	
ALB	Albania	EURO	2023	DT	DT (Tetanus toxoid and diphtheria, children's dose) vaccine	5	B_CHILD_W	General/routine	NATIONAL	Y6	
ALB	Albania	EURO	2023	DTWP	DTwP (Whole cell) vaccine	4	B_2YL_F	General/routine	NATIONAL	Y2	
ALB	Albania	EURO	2023	DTWPHIBHEPB	DTwP-Hib-HepB (Whole cell) vaccine	1		General/routine	NATIONAL	M2	
ALB	Albania	EURO	2023	DTWPHIBHEPB	DTwP-Hib-HepB (Whole cell) vaccine	2		General/routine	NATIONAL	M4	
ALB	Albania	EURO	2023	DTWPHIBHEPB	DTwP-Hib-HepB (Whole cell) vaccine	3		General/routine	NATIONAL	M6	
ALB	Albania	EURO	2023	HEPB_PEDIATRIC	Pediatric Hepatitis B vaccine	1		General/routine	NATIONAL	B	
ALB	Albania	EURO	2023	HPV4	HPV-4 (Human Papilloma Virus 4-valent) vaccine	1	FEMALE	HPV for females only	NATIONAL	Y13	Female from November 2022
ALB	Albania	EURO	2023	INFLUENZA_ADULT	Adult seasonal influenza vaccine	1	ADULTS	Adults	NATIONAL	>Y18	and older persons
ALB	Albania	EURO	2023	INFLUENZA_ADULT	Adult seasonal influenza vaccine	1	HW	Health workers	NATIONAL		Health and care workers
ALB	Albania	EURO	2023	INFLUENZA_ADULT	Adult seasonal influenza vaccine	1	PW	Pregnant women	NATIONAL		Pregnant women
ALB	Albania	EURO	2023	INFLUENZA_ADULT	Adult seasonal influenza vaccine	1	RISKGROUPS	Risk group(s)	NATIONAL		Adults with chronic conditions, residents living in long-term care facilities, other groups
ALB	Albania	EURO	2023	INFLUENZA_PEDIATRIC	Pediatric seasonal influenza vaccine	2		General/routine	NATIONAL	>Y9	
ALB	Albania	EURO	2023	INFLUENZA_PEDIATRIC	Pediatric seasonal influenza vaccine	1		General/routine	NATIONAL	M6-Y9	
ALB	Albania	EURO	2023	INFLUENZA_PEDIATRIC	Pediatric seasonal influenza vaccine	1	RISKGROUPS	Risk group(s)	NATIONAL		Children with chronic conditions
ALB	Albania	EURO	2023	IPV	IPV (Inactivated polio vaccine)	1		General/routine	NATIONAL	M2	
ALB	Albania	EURO	2023	IPV	IPV (Inactivated polio vaccine)	2		General/routine	NATIONAL	M4	
ALB	Albania	EURO	2023	MMR	MMR (Measles, mumps and rubella) vaccine	1		General/routine	NATIONAL	Y1	
ALB	Albania	EURO	2023	MMR	MMR (Measles, mumps and rubella) vaccine	2		General/routine	NATIONAL	Y5	
ALB	Albania	EURO	2023	OPV	OPV (Oral polio vaccine)	3		General/routine	NATIONAL	M6	
ALB	Albania	EURO	2023	OPV	OPV (Oral polio vaccine)	4		General/routine	NATIONAL	Y2	
ALB	Albania	EURO	2023	OPV	OPV (Oral polio vaccine)	5		General/routine	NATIONAL	Y6	
ALB	Albania	EURO	2023	PCV13	PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine	1		General/routine	NATIONAL	M2	
ALB	Albania	EURO	2023	PCV13	PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine	2		General/routine	NATIONAL	M4	
ALB	Albania	EURO	2023	PCV13	PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine	3		General/routine	NATIONAL	M12	
ALB	Albania	EURO	2023	ROTAVIRUS_5	RV-5 (Rotavirus 5-valent) vaccine	1		General/routine	NATIONAL	M2	
ALB	Albania	EURO	2023	ROTAVIRUS_5	RV-5 (Rotavirus 5-valent) vaccine	2		General/routine	NATIONAL	M4	
ALB	Albania	EURO	2023	ROTAVIRUS_5	RV-5 (Rotavirus 5-valent) vaccine	3		General/routine	NATIONAL	M6	
ALB	Albania	EURO	2023	TD_S	Td (Tetanus toxoid and diphtheria for older children and adults) vaccine	1	ADULTS	Adults	NATIONAL	Y18	
ALB	Albania	EURO	2023	TD_S	Td (Tetanus toxoid and diphtheria for older children and adults) vaccine	6	B_ADO_W	General/routine	NATIONAL	Y13	
AND	Andorra	EURO	2023	DTAPHIBHEPBIPV	DTaP-Hib-HepB-IPV (acellular) vaccine	1		General/routine	NATIONAL	M2	
AND	Andorra	EURO	2023	DTAPHIBHEPBIPV	DTaP-Hib-HepB-IPV (acellular) vaccine	2		General/routine	NATIONAL	M4	
AND	Andorra	EURO	2023	DTAPHIBHEPBIPV	DTaP-Hib-HepB-IPV (acellular) vaccine	3		General/routine	NATIONAL	M12	
AND	Andorra	EURO	2023	HPV2	HPV-2 (Human Papilloma Virus 2-valent) vaccine	1	FEMALE	HPV for females only	NATIONAL	Y12	Females; A partir del 15 de noviembre del 2023 se incluyen en la vacunación los niños tambien
AND	Andorra	EURO	2023	HPV2	HPV-2 (Human Papilloma Virus 2-valent) vaccine	2	FEMALE	HPV for females only	NATIONAL	+M6	Females; A partir del 15 de noviembre del 2023 se incluyen en la vacunación los niños tambien
AND	Andorra	EURO	2023	INFLUENZA_ADULT	Adult seasonal influenza vaccine	1	ADULTS	Adults	NATIONAL	>=Y65	
AND	Andorra	EURO	2023	INFLUENZA_ADULT	Adult seasonal influenza vaccine	1	HW	Health workers	NATIONAL		Health and care workers
AND	Andorra	EURO	2023	INFLUENZA_ADULT	Adult seasonal influenza vaccine	1	PW	Pregnant women	NATIONAL		Pregnant women
AND	Andorra	EURO	2023	INFLUENZA_ADULT	Adult seasonal influenza vaccine	1	RISKGROUPS	Risk group(s)	NATIONAL		Adults with chronic conditions, residents living in long-term care facilities, other groups
AND	Andorra	EURO	2023	INFLUENZA_PEDIATRIC	Pediatric seasonal influenza vaccine	1	RISKGROUPS	Risk group(s)	NATIONAL		Children with chronic conditions
AND	Andorra	EURO	2023	MEN_ACYW_135CONJ	Meningococcal ACYW conjugate vaccine	1		General/routine	NATIONAL	M15	
AND	Andorra	EURO	2023	MEN_ACYW_135CONJ	Meningococcal ACYW conjugate vaccine	2		General/routine	NATIONAL	Y12	
AND	Andorra	EURO	2023	MEN_B	Meningococcal B vaccine	1		General/routine	NATIONAL	M2	
AND	Andorra	EURO	2023	MEN_B	Meningococcal B vaccine	2		General/routine	NATIONAL	M4	
AND	Andorra	EURO	2023	MEN_B	Meningococcal B vaccine	3		General/routine	NATIONAL	M13	
AND	Andorra	EURO	2023	MEN_C_CONJ	Meningococcal C conjugate vaccine	1		General/routine	NATIONAL	M4	
AND	Andorra	EURO	2023	MMR	MMR (Measles, mumps and rubella) vaccine	1		General/routine	NATIONAL	M12	
AND	Andorra	EURO	2023	MMR	MMR (Measles, mumps and rubella) vaccine	2		General/routine	NATIONAL	Y3	
AND	Andorra	EURO	2023	MPOX	Mpox (monkeypox) vaccine	1	HW	Health workers	NATIONAL	1st contact	HCW, contacts of a positive case with priority given to the less than 18 years, Pregnant women and persons immunocpmpromised
AND	Andorra	EURO	2023	MPOX	Mpox (monkeypox) vaccine	1	PW	Pregnant women	NATIONAL	1st contact	HCW, contacts of a positive case with priority given to the less than 18 years, Pregnant women and persons immunocpmpromised
AND	Andorra	EURO	2023	MPOX	Mpox (monkeypox) vaccine	1	RISKGROUPS	Risk group(s)	NATIONAL	1st contact	HCW, contacts of a positive case with priority given to the less than 18 years, Pregnant women and persons immunocpmpromised
AND	Andorra	EURO	2023	PCV13	PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine	1		General/routine	NATIONAL	M3	
AND	Andorra	EURO	2023	PCV13	PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine	2		General/routine	NATIONAL	M5	
AND	Andorra	EURO	2023	PCV13	PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine	3		General/routine	NATIONAL	M13	
AND	Andorra	EURO	2023	ROTAVIRUS_1	RV-1 (Rotavirus 1-valent) vaccine	1		General/routine	NATIONAL	M2	
AND	Andorra	EURO	2023	ROTAVIRUS_1	RV-1 (Rotavirus 1-valent) vaccine	2		General/routine	NATIONAL	M3	
